,DATE,Cons_Materials,COMPUTSA,Income,UNRATE,FEDFUNDS,CSUSHPISA,year,month
397,2020-02-01,234.6,1241.0,15918.0,3.5,1.58,215.864,2020,2
398,2020-03-01,236.3,1248.0,15696.3,4.4,0.65,216.45,2020,3
399,2020-04-01,234.3,1188.0,18020.2,14.8,0.05,216.849,2020,4
400,2020-05-01,233.3,1175.0,17104.6,13.2,0.05,216.99,2020,5
401,2020-06-01,234.8,1237.0,17035.0,11.0,0.08,217.55,2020,6
402,2020-07-01,237.0,1308.0,17193.2,10.2,0.09,219.275,2020,7
403,2020-08-01,240.9,1269.0,16525.8,8.4,0.1,222.297,2020,8
404,2020-09-01,246.9,1439.0,16607.9,7.8,0.09,225.775,2020,9
405,2020-10-01,246.4,1386.0,16561.9,6.8,0.09,229.722,2020,10
406,2020-11-01,244.3,1262.0,16368.1,6.7,0.09,233.26,2020,11
407,2020-12-01,248.0,1369.0,16406.1,6.7,0.09,236.557,2020,12
408,2021-01-01,256.4,1362.0,18107.3,6.4,0.09,239.655,2021,1
409,2021-02-01,264.6,1296.0,16604.9,6.2,0.08,242.359,2021,2
410,2021-03-01,276.7,1454.0,20422.6,6.1,0.07,245.537,2021,3
411,2021-04-01,291.8,1410.0,17316.6,6.1,0.07,249.111,2021,4
412,2021-05-01,305.9,1330.0,16819.1,5.8,0.06,253.399,2021,5
413,2021-06-01,315.7,1291.0,16736.3,5.9,0.08,258.197,2021,6
414,2021-07-01,313.542,1360.0,16836.1,5.4,0.1,262.599,2021,7
415,2021-08-01,313.083,1340.0,16791.7,5.1,0.09,266.652,2021,8
416,2021-09-01,317.136,1226.0,16564.3,4.7,0.08,270.256,2021,9
417,2021-10-01,322.12,1282.0,16547.4,4.5,0.08,273.66900000000004,2021,10
418,2021-11-01,328.94,1403.0,16499.8,4.1,0.08,277.324,2021,11
419,2021-12-01,335.032,1326.0,16418.5,3.9,0.08,281.512,2021,12
420,2022-01-01,345.742,1275.0,16080.8,4.0,0.08,286.124,2022,1
421,2022-02-01,343.583,1343.0,16092.7,3.8,0.08,291.118,2022,2
422,2022-03-01,345.852,1352.0,16028.1,3.6,0.2,296.51,2022,3
423,2022-04-01,343.786,1344.0,16042.6,3.7,0.33,300.572,2022,4
424,2022-05-01,353.015,1425.0,16023.2,3.6,0.77,303.683,2022,5
425,2022-06-01,349.8,1381.0,15963.4,3.6,1.21,304.407,2022,6
426,2022-07-01,346.79,1409.0,16109.3,3.5,1.68,303.5,2022,7
427,2022-08-01,342.753,1375.0,16161.4,3.6,2.33,301.149,2022,8
428,2022-09-01,336.464,1434.0,16184.9,3.5,2.56,299.152,2022,9
429,2022-10-01,333.796,1379.0,16223.5,3.6,3.08,298.786,2022,10
430,2022-11-01,330.369,1559.0,16229.6,3.6,3.78,298.413,2022,11
431,2022-12-01,326.449,1386.0,16265.1,3.5,4.1,297.66900000000004,2022,12
432,2023-01-01,327.338,1389.0,16601.9,3.4,4.33,297.358,2023,1
433,2023-02-01,330.532,1540.0,16656.1,3.6,4.57,297.564,2023,2
434,2023-03-01,331.729,1516.0,16730.2,3.5,4.65,298.793,2023,3
435,2023-04-01,333.366,1416.0,16763.9,3.4,4.83,300.271,2023,4
436,2023-05-01,337.473,1499.0,16818.5,3.7,5.06,302.454,2023,5
437,2023-06-01,337.336,1480.0,16809.5,3.6,5.08,304.271,2023,6
438,2023-07-01,334.512,1343.0,16816.4,3.5,5.12,306.438,2023,7
439,2023-08-01,333.794,1373.0,16826.2,3.8,5.33,308.956,2023,8
440,2023-09-01,332.098,1466.0,16816.3,3.8,5.33,311.065,2023,9
441,2023-10-01,328.743,1382.0,16847.8,3.8,5.33,312.946,2023,10
442,2023-11-01,326.844,1466.0,16912.1,3.7,5.33,313.629,2023,11
443,2023-12-01,327.644,1557.0,16946.5,3.7,5.33,314.338,2023,12
444,2024-01-01,334.259,1504.0,16947.4,3.7,5.33,315.297,2024,1
445,2024-02-01,337.658,1698.0,16931.1,3.9,5.33,316.576,2024,2
